task,family,model,metric,rule_id,scope,path,line,text,name
M2,F2,flink,C3,JAVA-C3-WINDOW,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,89,    private int[] win;,BandPass.win
M2,F2,flink,C2,JAVA-C2-STATE,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,90,    private int filled;,BandPass.filled
M2,F2,flink,C3,JAVA-C3-WINDOW,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,126,    private int[] win;,BandPass.Derivative.win
M2,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,127,    private int filled;,BandPass.Derivative.filled
M2,F2,flink,C3,JAVA-C3-WINDOW,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,162,    private int[] win;,BandPass.Derivative.SquareMwi.win
M2,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,163,    private int filled;,BandPass.Derivative.SquareMwi.filled
M2,F2,flink,C3,JAVA-C3-WINDOW,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,196,    private int[] win;,BandPass.Derivative.SquareMwi.Threshold.win
M2,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,197,    private int filled;,BandPass.Derivative.SquareMwi.Threshold.filled
M2,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,232,"    private Map<Long, Integer> mliiAt;",BandPass.Derivative.SquareMwi.Threshold.Assemble.mliiAt
M2,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,233,"    private Map<Long, Integer> mwiAt;",BandPass.Derivative.SquareMwi.Threshold.Assemble.mwiAt
M2,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,234,"    private Map<Long, Integer> thrAt;",BandPass.Derivative.SquareMwi.Threshold.Assemble.thrAt
M2,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,52,"  static class PacedSource extends RichSourceFunction<Tuple5<Long, Integer, Integer, Integer, Integer>> {",
M2,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,53,    private static final long INTERVAL_NS = 2_777_778L;,
M2,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,54,    private final int[] mlii;,
M2,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,55,    private final long slots;,
M2,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,56,    private volatile boolean running = true;,
M2,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,59,      this.mlii = mlii;,
M2,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,60,      this.slots = slots;,
M2,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,64,"    public void run(SourceContext<Tuple5<Long, Integer, Integer, Integer, Integer>> ctx) throws Exception {",
M2,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,70,          long sleepNs = deadline - now;,
M2,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,73,        int x = mlii[(int) n];,
M2,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,74,"        ctx.collect(Tuple5.of(n, x, x, 0, 0));",
M2,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,79,    public void cancel() {,
M2,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,80,      running = false;,
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,85,"  static class BandPass extends RichFlatMapFunction<Tuple5<Long, Integer, Integer, Integer, Integer>,",
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,87,    private static final int WIN = 25;,
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,88,    private final int[] coef;,
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,93,      this.coef = coef;,
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,97,    public void open(OpenContext ctx) {,
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,98,      win = new int[WIN];,
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,99,      filled = 0;,
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,103,"    public void flatMap(Tuple5<Long, Integer, Integer, Integer, Integer> in,",
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,106,        win[k] = win[k - 1];,
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,108,      win[0] = in.f1;,
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,109,      filled = filled + 1;,
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,111,        return;,
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,113,      long acc = 0;,
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,115,        acc += (long) win[k] * coef[k];,
M2,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,117,"      out.collect(Tuple5.of(in.f0, in.f1, truncDiv(acc, 1000), 0, 0));",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,122,"  static class Derivative extends RichFlatMapFunction<Tuple5<Long, Integer, Integer, Integer, Integer>,",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,124,    private static final int WIN = 5;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,125,    private final int[] coef;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,130,      this.coef = coef;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,134,    public void open(OpenContext ctx) {,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,135,      win = new int[WIN];,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,136,      filled = 0;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,140,"    public void flatMap(Tuple5<Long, Integer, Integer, Integer, Integer> in,",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,143,        win[k] = win[k - 1];,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,145,      win[0] = in.f2;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,146,      filled = filled + 1;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,148,        return;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,150,      long acc = 0;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,152,        acc += (long) win[k] * coef[k];,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,154,"      out.collect(Tuple5.of(in.f0, in.f1, truncDiv(acc, 1), 0, 0));",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,159,"  static class SquareMwi extends RichFlatMapFunction<Tuple5<Long, Integer, Integer, Integer, Integer>,",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,161,    private static final int WIN = 45;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,166,    public void open(OpenContext ctx) {,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,167,      win = new int[WIN];,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,168,      filled = 0;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,172,"    public void flatMap(Tuple5<Long, Integer, Integer, Integer, Integer> in,",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,174,      long d = in.f2;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,175,"      int sq = truncDiv(d * d, 1000);",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,177,        win[k] = win[k - 1];,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,179,      win[0] = sq;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,180,      filled = filled + 1;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,182,        return;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,184,      long sum = 0;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,186,        sum += win[k];,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,188,"      out.collect(Tuple5.of(in.f0, in.f1, sq, truncDiv(sum, WIN), 0));",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,193,"  static class Threshold extends RichFlatMapFunction<Tuple5<Long, Integer, Integer, Integer, Integer>,",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,195,    private static final int WIN = 180;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,200,    public void open(OpenContext ctx) {,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,201,      win = new int[WIN];,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,202,      filled = 0;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,206,"    public void flatMap(Tuple5<Long, Integer, Integer, Integer, Integer> in,",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,209,        win[k] = win[k - 1];,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,211,      win[0] = in.f3;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,212,      filled = filled + 1;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,214,        return;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,216,      long sum = 0;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,218,        sum += win[k];,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,220,"      out.collect(Tuple5.of(in.f0, in.f1, in.f2, in.f3, truncDiv(sum, WIN)));",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,230,"  static class Assemble extends RichFlatMapFunction<Tuple5<Long, Integer, Integer, Integer, Integer>,",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,237,    public void open(OpenContext ctx) {,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,238,      mliiAt = new HashMap<>();,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,239,      mwiAt = new HashMap<>();,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,240,      thrAt = new HashMap<>();,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,244,"    public void flatMap(Tuple5<Long, Integer, Integer, Integer, Integer> in,",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,246,      long n = in.f0;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,247,"      mliiAt.put(n, in.f1);",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,248,"      mwiAt.put(n + 3, in.f3);",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,249,"      thrAt.put(n + 4, in.f4);",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,250,      Integer raw = mliiAt.get(n);,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,251,      Integer mwi = mwiAt.get(n);,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,252,      Integer thr = thrAt.get(n);,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,254,        return;,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,256,"      out.collect(Tuple4.of(n, raw - 900, mwi * 5, (mwi - thr * 2) * 5));",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,257,      mliiAt.remove(n);,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,258,      mwiAt.remove(n);,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,259,      thrAt.remove(n);,
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,353,"        env.addSource(new PacedSource(mlii, slots));",
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,354,    src.flatMap(new BandPass(bpCoef)),
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,355,        .flatMap(new Derivative(dCoef)),
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,356,        .flatMap(new SquareMwi()),
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,357,        .flatMap(new Threshold()),
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,358,        .flatMap(new Assemble()),
M2,F2,flink,C7,JAVA-C7,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F2_ecg/flink/F2Ecg.java,359,"        .addSink(new CanonicalSink(out, family, variant));",
M2,F3,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/rql/core.rql,15,"DECLARE value INTEGER STREAM A, 1/10 FILE 'f3_a.txt'",
M2,F3,rql,C4d,RQL-C4d,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/rql/core.rql,15,"DECLARE value INTEGER STREAM A, 1/10 FILE 'f3_a.txt'",
M2,F3,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/rql/core.rql,16,"DECLARE value INTEGER STREAM B, 1/5 FILE 'f3_b.txt'",
M2,F3,rql,C4d,RQL-C4d,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/rql/core.rql,16,"DECLARE value INTEGER STREAM B, 1/5 FILE 'f3_b.txt'",
M2,F3,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/rql/core.rql,17,SELECT * STREAM f3_mix FROM (A>2)#(B>1),
M2,F3,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/rql/core.rql,18,"SELECT * STREAM f3_win FROM f3_mix@(1,45)",
M2,F3,rql,C3d,RQL-C3d,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/rql/core.rql,18,"SELECT * STREAM f3_win FROM f3_mix@(1,45)",
M2,F3,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/rql/core.rql,19,SELECT f3_win[0] STREAM f3_out FROM f3_win.avg,
M2,F3,python,C5,PY-C5-CONSTANT,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/python/core.py,50,    SHIFT = 5,
M2,F3,python,C4,PY-C4,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/python/core.py,59,    t0 = time.monotonic_ns(),
M2,F3,python,C1,PY-C1-SLOT,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/python/core.py,60,    for r in range(slots):,
M2,F3,python,C4,PY-C4,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/python/core.py,61,        deadline = t0 + r * INTERVAL_NS,
M2,F3,python,C4,PY-C4,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/python/core.py,62,        now = time.monotonic_ns(),
M2,F3,python,C1,PY-C1-NESTED,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/python/core.py,73,"        for k in range(WIN - 1, 0, -1):",
M2,F3,python,C5,PY-C5-WARMUP,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/python/core.py,77,        if filled < WIN:,
M2,F3,python,C4,PY-C4,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/python/core.py,64,            time.sleep((deadline - now) / 1e9),
M2,F3,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/python/core.py,57,    filled = 0,run.filled
M2,F3,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/python/core.py,54,    ia = 0,run.ia
M2,F3,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/python/core.py,55,    ib = 0,run.ib
M2,F3,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M2/F3_multirate/python/core.py,52,    ua = 0,run.ua
